GEOID10,STATE,COUNTY,land_sqmi,dens2010
26121,Michigan,Muskegon,499.25,344.90
26123,Michigan,Newaygo,813.20,59.59
26125,Michigan,Oakland,867.66,1385.75
26127,Michigan,Oceana,512.07,51.89
26129,Michigan,Ogemaw,563.49,38.51
26131,Michigan,Ontonagon,1311.22,5.17
26133,Michigan,Osceola,566.39,41.54
26135,Michigan,Oscoda,565.73,15.27
26137,Michigan,Otsego,514.97,46.92
26139,Michigan,Ottawa,563.47,468.17
26141,Michigan,Presque Isle,658.72,20.31
26143,Michigan,Roscommon,519.64,47.05
26145,Michigan,Saginaw,800.11,250.18
26147,Michigan,St Clair,721.17,226.08
26149,Michigan,St Joseph,500.59,122.45
26151,Michigan,Sanilac,962.57,44.79
26153,Michigan,Schoolcraft,1171.36,7.24
26155,Michigan,Shiawassee,530.67,133.13
26157,Michigan,Tuscola,803.13,69.39
26159,Michigan,Van Buren,607.47,125.53
26161,Michigan,Washtenaw,705.97,488.40
26163,Michigan,Wayne,612.08,2974.42
26165,Michigan,Wexford,565.00,57.94
27001,Minnesota,Aitkin,1821.66,8.89
27003,Minnesota,Anoka,423.01,782.12
27005,Minnesota,Becker,1315.20,24.71
27007,Minnesota,Beltrami,2504.94,17.74
27009,Minnesota,Benton,408.30,94.17
27011,Minnesota,Big Stone,499.02,10.56
27013,Minnesota,Blue Earth,747.84,85.60
27015,Minnesota,Brown,611.09,42.37
27017,Minnesota,Carlton,861.38,41.08
27019,Minnesota,Carver,354.33,256.94
27021,Minnesota,Cass,2021.54,14.13
27023,Minnesota,Chippewa,581.12,21.41
27025,Minnesota,Chisago,414.86,129.89
27027,Minnesota,Clay,1045.37,56.44
27029,Minnesota,Clearwater,998.94,8.70
27031,Minnesota,Cook,1452.28,3.56
27033,Minnesota,Cottonwood,638.61,18.30
27035,Minnesota,Crow Wing,999.09,62.56
27037,Minnesota,Dakota,562.17,708.96
27039,Minnesota,Dodge,439.28,45.73
27041,Minnesota,Douglas,637.30,56.50
27043,Minnesota,Faribault,712.48,20.43
27045,Minnesota,Fillmore,861.30,24.23
27047,Minnesota,Freeborn,707.09,44.20
27049,Minnesota,Goodhue,756.84,61.02
27051,Minnesota,Grant,548.16,10.98
27053,Minnesota,Hennepin,553.59,2081.73
27055,Minnesota,Houston,552.06,34.47
27057,Minnesota,Hubbard,925.67,22.07
27059,Minnesota,Isanti,435.79,86.77
27061,Minnesota,Itasca,2667.72,16.89
27063,Minnesota,Jackson,702.98,14.60
27065,Minnesota,Kanabec,521.59,31.13
27067,Minnesota,Kandiyohi,796.78,53.01
27069,Minnesota,Kittson,1098.80,4.14
27071,Minnesota,Koochiching,3104.07,4.29
27073,Minnesota,Lac Qui Parle,765.02,9.49
27075,Minnesota,Lake,2109.29,5.15
27077,Minnesota,Lake Of The Woods,1297.87,3.12
27079,Minnesota,Le Sueur,448.76,61.73
27081,Minnesota,Lincoln,536.76,10.98
27083,Minnesota,Lyon,714.56,36.19
27085,Minnesota,McLeod,491.47,74.57
27087,Minnesota,Mahnomen,557.88,9.70
27089,Minnesota,Marshall,1775.07,5.32
27091,Minnesota,Martin,712.35,29.26
27093,Minnesota,Meeker,608.18,38.31
27095,Minnesota,Mille Lacs,572.31,45.60
27097,Minnesota,Morrison,1125.06,29.51
27099,Minnesota,Mower,711.33,55.06
27101,Minnesota,Murray,704.70,12.38
27103,Minnesota,Nicollet,448.49,72.97
27105,Minnesota,Nobles,715.11,29.89
27107,Minnesota,Norman,872.79,7.85
27109,Minnesota,Olmsted,653.35,220.78
27111,Minnesota,Otter Tail,1972.07,29.06
27113,Minnesota,Pennington,616.57,22.59
27115,Minnesota,Pine,1411.29,21.08
27117,Minnesota,Pipestone,465.05,20.63
27119,Minnesota,Polk,1971.13,16.03
27121,Minnesota,Pope,669.71,16.42
27123,Minnesota,Ramsey,152.21,3341.65
27125,Minnesota,Red Lake,432.41,9.46
27127,Minnesota,Redwood,878.57,18.28
27129,Minnesota,Renville,982.91,16.00
27131,Minnesota,Rice,495.68,129.40
27133,Minnesota,Rock,482.45,20.08
27135,Minnesota,Roseau,1671.60,9.35
27137,Minnesota,St Louis,6247.40,32.05
27139,Minnesota,Scott,356.48,364.48
27141,Minnesota,Sherburne,432.92,204.42
27143,Minnesota,Sibley,588.78,25.86
27145,Minnesota,Stearns,1343.13,112.16
27147,Minnesota,Steele,429.65,85.13
27149,Minnesota,Stevens,563.60,17.26
27151,Minnesota,Swift,742.08,13.18
27153,Minnesota,Todd,944.98,26.34
27155,Minnesota,Traverse,573.90,6.20
27157,Minnesota,Wabasha,522.98,41.45
27159,Minnesota,Wadena,536.27,25.81
27161,Minnesota,Waseca,423.36,45.20
27163,Minnesota,Washington,384.28,619.69
27165,Minnesota,Watonwan,434.95,25.78
27167,Minnesota,Wilkin,750.96,8.76
27169,Minnesota,Winona,626.21,82.18
27171,Minnesota,Wright,661.46,188.52
27173,Minnesota,Yellow Medicine,759.10,13.75
28001,Mississippi,Adams,462.41,69.85
28003,Mississippi,Alcorn,400.04,92.63
28005,Mississippi,Amite,730.10,17.99
28007,Mississippi,Attala,734.98,26.62
28009,Mississippi,Benton,406.62,21.47
28011,Mississippi,Bolivar,876.57,38.95
28013,Mississippi,Calhoun,586.57,25.51
28015,Mississippi,Carroll,628.24,16.87
28017,Mississippi,Chickasaw,501.78,34.66
28019,Mississippi,Choctaw,418.18,20.44
28021,Mississippi,Claiborne,487.41,19.70
28023,Mississippi,Clarke,691.55,24.19
28025,Mississippi,Clay,410.08,50.32
28027,Mississippi,Coahoma,552.44,47.34
28029,Mississippi,Copiah,777.24,37.89
28031,Mississippi,Covington,413.79,47.29
28033,Mississippi,Desoto,476.15,338.66
28035,Mississippi,Forrest,466.31,160.69
28037,Mississippi,Franklin,563.78,14.40
28039,Mississippi,George,478.71,47.16
28041,Mississippi,Greene,712.76,20.20
28043,Mississippi,Grenada,422.11,51.90
28045,Mississippi,Hancock,473.75,92.73
28047,Mississippi,Harrison,573.99,325.97
28049,Mississippi,Hinds,869.74,282.02
28051,Mississippi,Holmes,756.70,25.37
28053,Mississippi,Humphreys,418.49,22.40
28055,Mississippi,Issaquena,413.05,3.40
28057,Mississippi,Itawamba,532.79,43.92
28059,Mississippi,Jackson,722.75,193.24
28061,Mississippi,Jasper,676.24,25.23
28063,Mississippi,Jefferson,519.93,14.86
28065,Mississippi,Jefferson Davis,408.44,30.57
28067,Mississippi,Jones,694.80,97.53
28069,Mississippi,Kemper,766.18,13.65
28071,Mississippi,Lafayette,631.71,74.96
28073,Mississippi,Lamar,497.06,111.98
28075,Mississippi,Lauderdale,703.63,114.07
28077,Mississippi,Lawrence,430.67,30.02
28079,Mississippi,Leake,583.00,40.83
28081,Mississippi,Lee,449.95,184.26
28083,Mississippi,Leflore,592.54,54.54
28085,Mississippi,Lincoln,586.11,59.49
28087,Mississippi,Lowndes,505.51,118.26
28089,Mississippi,Madison,714.51,133.24
28091,Mississippi,Marion,542.38,49.94
28093,Mississippi,Marshall,706.19,52.60
28095,Mississippi,Monroe,765.09,48.35
28097,Mississippi,Montgomery,406.98,26.84
28099,Mississippi,Neshoba,570.14,52.05
28101,Mississippi,Newton,578.10,37.57
28103,Mississippi,Noxubee,695.14,16.61
28105,Mississippi,Oktibbeha,458.20,104.04
28107,Mississippi,Panola,685.14,50.66
28109,Mississippi,Pearl River,810.86,68.86
28111,Mississippi,Perry,647.25,18.93
28113,Mississippi,Pike,409.01,98.78
28115,Mississippi,Pontotoc,497.69,60.19
28117,Mississippi,Prentiss,414.98,60.91
28119,Mississippi,Quitman,405.01,20.30
28121,Mississippi,Rankin,775.48,182.62
28123,Mississippi,Scott,609.18,46.40
28125,Mississippi,Sharkey,431.72,11.39
28127,Mississippi,Simpson,589.16,46.68
28129,Mississippi,Smith,636.25,25.92
28131,Mississippi,Stone,445.48,39.93
28133,Mississippi,Sunflower,697.75,42.21
28135,Mississippi,Tallahatchie,645.29,23.83
28137,Mississippi,Tate,404.76,71.37
28139,Mississippi,Tippah,457.81,48.56
28141,Mississippi,Tishomingo,424.25,46.18
28143,Mississippi,Tunica,454.67,23.71
28145,Mississippi,Union,415.60,65.29
28147,Mississippi,Walthall,403.94,38.23
28149,Mississippi,Warren,588.50,82.88
28151,Mississippi,Washington,724.74,70.56
28153,Mississippi,Wayne,810.75,25.59
28155,Mississippi,Webster,420.94,24.36
28157,Mississippi,Wilkinson,678.11,14.57
28159,Mississippi,Winston,607.24,31.61
28161,Mississippi,Yalobusha,467.13,27.14
28163,Mississippi,Yazoo,922.95,30.41
29001,Missouri,Adair,567.32,45.14
29003,Missouri,Andrew,432.70,39.96
29005,Missouri,Atchison,547.30,10.39
29007,Missouri,Audrain,692.23,36.88
29009,Missouri,Barry,778.25,45.74
29011,Missouri,Barton,591.92,20.95
29013,Missouri,Bates,836.69,20.38
29015,Missouri,Benton,704.06,27.07
29017,Missouri,Bollinger,617.91,20.01
29019,Missouri,Boone,685.41,237.29
29021,Missouri,Buchanan,408.03,218.62
29023,Missouri,Butler,694.67,61.60
29025,Missouri,Caldwell,426.39,22.10
29027,Missouri,Callaway,834.57,53.12
29029,Missouri,Camden,655.92,67.08
29031,Missouri,Cape Girardeau,578.53,130.80
29033,Missouri,Carroll,694.62,13.38
29035,Missouri,Carter,507.36,12.35
29037,Missouri,Cass,696.84,142.76
29039,Missouri,Cedar,474.48,29.47
29041,Missouri,Chariton,751.18,10.42
29043,Missouri,Christian,562.64,137.60
29045,Missouri,Clark,504.69,14.15
29047,Missouri,Clay,397.30,558.62
29049,Missouri,Clinton,418.96,49.51
29051,Missouri,Cole,393.75,192.99
29053,Missouri,Cooper,564.77,31.17
29055,Missouri,Crawford,742.52,33.26
29057,Missouri,Dade,490.01,16.09
29059,Missouri,Dallas,540.77,31.02
29061,Missouri,Daviess,563.24,14.97
29063,Missouri,DeKalb,421.36,30.60
29065,Missouri,Dent,752.79,20.80
29067,Missouri,Douglas,813.63,16.82
29069,Missouri,Dunklin,541.07,59.06
29071,Missouri,Franklin,922.68,110.00
29073,Missouri,Gasconade,517.80,29.40
29075,Missouri,Gentry,491.42,13.71
29077,Missouri,Greene,675.30,407.48
29079,Missouri,Grundy,435.28,23.57
29081,Missouri,Harrison,722.50,12.40
29083,Missouri,Henry,696.95,31.96
29085,Missouri,Hickory,399.09,24.12
29087,Missouri,Holt,462.69,10.62
29089,Missouri,Howard,463.85,21.87
29091,Missouri,Howell,927.25,43.57
29093,Missouri,Iron,550.26,19.32
29095,Missouri,Jackson,604.46,1115.30
29097,Missouri,Jasper,638.49,183.88
29099,Missouri,Jefferson,656.63,333.12
29101,Missouri,Johnson,829.28,63.42
29103,Missouri,Knox,504.01,8.20
29105,Missouri,Laclede,764.72,46.52
29107,Missouri,Lafayette,628.43,53.12
29109,Missouri,Lawrence,611.74,63.15
29111,Missouri,Lewis,505.04,20.22
29113,Missouri,Lincoln,626.56,83.90
29115,Missouri,Linn,615.56,20.73
29117,Missouri,Livingston,532.33,28.54
29119,Missouri,McDonald,539.48,42.79
29121,Missouri,Macon,801.23,19.43
29123,Missouri,Madison,494.39,24.73
29125,Missouri,Maries,526.98,17.41
29127,Missouri,Marion,436.92,65.87
29129,Missouri,Mercer,453.84,8.34
29131,Missouri,Miller,592.59,41.76
29133,Missouri,Mississippi,411.58,34.88
29135,Missouri,Moniteau,415.03,37.60
29137,Missouri,Monroe,647.65,13.65
29139,Missouri,Montgomery,536.25,22.82
29141,Missouri,Morgan,597.63,34.41
29143,Missouri,New Madrid,674.84,28.09
29145,Missouri,Newton,624.76,93.02
29147,Missouri,Nodaway,876.96,26.65
29149,Missouri,Oregon,789.80,13.78
29151,Missouri,Osage,604.35,22.96
29153,Missouri,Ozark,744.97,13.05
29155,Missouri,Pemiscot,492.54,37.15
29157,Missouri,Perry,474.35,39.99
29159,Missouri,Pettis,682.22,61.86
29161,Missouri,Phelps,671.78,67.22
29163,Missouri,Pike,670.44,27.62
29165,Missouri,Platte,420.19,212.58
29167,Missouri,Polk,635.52,48.99
29169,Missouri,Pulaski,547.10,95.55
29171,Missouri,Putnam,517.32,9.62
29173,Missouri,Ralls,469.78,21.64
29175,Missouri,Randolph,482.68,52.65
29177,Missouri,Ray,568.81,41.30
29179,Missouri,Reynolds,808.48,8.28
29181,Missouri,Ripley,629.54,22.40
29183,Missouri,St Charles,560.44,643.22
29185,Missouri,St Clair,669.98,14.63
29186,Missouri,Ste Genevieve,499.15,36.35
29187,Missouri,St Francois,451.89,144.64
29189,Missouri,St Louis,507.80,1967.22
29195,Missouri,Saline,755.50,30.93
29197,Missouri,Schuyler,307.30,14.42
29199,Missouri,Scotland,436.67,11.09
29201,Missouri,Scott,419.99,93.31
29203,Missouri,Shannon,1003.82,8.41
29205,Missouri,Shelby,500.86,12.72
29207,Missouri,Stoddard,823.22,36.40
29209,Missouri,Stone,464.03,69.40
29211,Missouri,Sullivan,647.98,10.36
29213,Missouri,Taney,632.44,81.71
29215,Missouri,Texas,1177.27,22.09
29217,Missouri,Vernon,826.40,25.60
29219,Missouri,Warren,428.60,75.86
29221,Missouri,Washington,759.91,33.16
29223,Missouri,Wayne,759.18,17.81
29225,Missouri,Webster,592.56,61.09
29227,Missouri,Worth,266.61,8.14
29229,Missouri,Wright,681.77,27.60
29510,Missouri,St Louis City,61.91,5157.49
30001,Montana,Beaverhead,5541.62,1.67
30003,Montana,Big Horn,4995.46,2.58
30005,Montana,Blaine,4227.55,1.54
30007,Montana,Broadwater,1192.54,4.71
30009,Montana,Carbon,2048.79,4.92
30011,Montana,Carter,3340.75,0.35
30013,Montana,Cascade,2698.16,30.14
30015,Montana,Chouteau,3972.49,1.46
30017,Montana,Custer,3783.36,3.09
30019,Montana,Daniels,1426.10,1.23
30021,Montana,Dawson,2371.86,3.78
30023,Montana,Deer Lodge,736.53,12.62
30025,Montana,Fallon,1620.77,1.78
30027,Montana,Fergus,4339.80,2.67
30029,Montana,Flathead,5087.66,17.87
30031,Montana,Gallatin,2602.69,34.39
30033,Montana,Garfield,4675.36,0.26
30035,Montana,Glacier,2995.94,4.47
30037,Montana,Golden Valley,1175.34,0.75
30039,Montana,Granite,1727.41,1.78
30041,Montana,Hill,2898.95,5.55
30043,Montana,Jefferson,1656.26,6.89
30045,Montana,Judith Basin,1869.82,1.11
30047,Montana,Lake,1490.15,19.29
30049,Montana,Lewis And Clark,3458.83,18.33
30051,Montana,Liberty,1430.05,1.64
30053,Montana,Lincoln,3612.92,5.45
30055,Montana,McCone,2643.17,0.66
30057,Montana,Madison,3587.48,2.14
30059,Montana,Meagher,2391.91,0.79
30061,Montana,Mineral,1219.44,3.46
30063,Montana,Missoula,2593.42,42.14
30065,Montana,Musselshell,1868.16,2.43
30067,Montana,Park,2803.06,5.58
30069,Montana,Petroleum,1654.87,0.30
30071,Montana,Phillips,5140.03,0.83
30073,Montana,Pondera,1622.86,3.79
30075,Montana,Powder River,3297.30,0.53
30077,Montana,Powell,2326.39,3.02
30079,Montana,Prairie,1736.74,0.68
30081,Montana,Ravalli,2390.82,16.82
30083,Montana,Richland,2084.14,4.68
30085,Montana,Roosevelt,2354.79,4.43
30087,Montana,Rosebud,5010.40,1.84
30089,Montana,Sanders,2760.52,4.13
30091,Montana,Sheridan,1677.08,2.02
30093,Montana,Silver Bow,718.48,47.60
30095,Montana,Stillwater,1795.35,5.08
30097,Montana,Sweet Grass,1855.20,1.97
30099,Montana,Teton,2272.37,2.67
30101,Montana,Toole,1915.65,2.78
30103,Montana,Treasure,977.40,0.73
30105,Montana,Valley,4925.82,1.50
30107,Montana,Wheatland,1423.19,1.52
30109,Montana,Wibaux,889.26,1.14
30111,Montana,Yellowstone,2633.29,56.19
31001,Nebraska,Adams,563.27,55.68
31003,Nebraska,Antelope,857.22,7.80
31005,Nebraska,Arthur,715.35,0.64
31007,Nebraska,Banner,746.11,0.92
31009,Nebraska,Blaine,710.87,0.67
31011,Nebraska,Boone,686.55,8.02
31013,Nebraska,Box Butte,1075.29,10.52
31015,Nebraska,Boyd,539.94,3.89
31017,Nebraska,Brown,1221.33,2.58
31019,Nebraska,Buffalo,968.11,47.62
31021,Nebraska,Burt,491.58,13.95
31023,Nebraska,Butler,584.91,14.35
31025,Nebraska,Cass,557.45,45.28
31027,Nebraska,Cedar,740.31,11.96
31029,Nebraska,Chase,894.42,4.43
31031,Nebraska,Cherry,5960.42,0.96
31033,Nebraska,Cheyenne,1196.29,8.36
31035,Nebraska,Clay,572.29,11.43
31037,Nebraska,Colfax,411.66,25.54
31039,Nebraska,Cuming,570.62,16.02
31041,Nebraska,Custer,2575.52,4.25
31043,Nebraska,Dakota,264.25,79.49
31045,Nebraska,Dawes,1396.46,6.58
31047,Nebraska,Dawson,1013.10,24.01
31049,Nebraska,Deuel,439.85,4.41
31051,Nebraska,Dixon,476.23,12.60
31053,Nebraska,Dodge,528.71,69.40
31055,Nebraska,Douglas,328.45,1574.37
31057,Nebraska,Dundy,919.68,2.18
31059,Nebraska,Fillmore,575.37,10.24
31061,Nebraska,Franklin,575.82,5.60
31063,Nebraska,Frontier,974.59,2.83
31065,Nebraska,Furnas,719.13,6.90
31067,Nebraska,Gage,851.49,26.20
31069,Nebraska,Garden,1704.28,1.21
31071,Nebraska,Garfield,569.79,3.60
31073,Nebraska,Gosper,458.16,4.46
31075,Nebraska,Grant,776.22,0.79
31077,Nebraska,Greeley,569.81,4.45
31079,Nebraska,Hall,546.29,107.28
31081,Nebraska,Hamilton,542.88,16.81
31083,Nebraska,Harlan,553.47,6.18
31085,Nebraska,Hayes,713.06,1.36
31087,Nebraska,Hitchcock,709.94,4.10
31089,Nebraska,Holt,2412.40,4.33
31091,Nebraska,Hooker,721.12,1.02
31093,Nebraska,Howard,569.34,11.02
31095,Nebraska,Jefferson,570.18,13.24
31097,Nebraska,Johnson,376.05,13.87
31099,Nebraska,Kearney,516.24,12.57
31101,Nebraska,Keith,1061.60,7.88
31103,Nebraska,Keya Paha,773.07,1.07
31105,Nebraska,Kimball,951.85,4.01
31107,Nebraska,Knox,1108.35,7.85
31109,Nebraska,Lancaster,837.55,340.76
31111,Nebraska,Lincoln,2564.07,14.15
31113,Nebraska,Logan,570.66,1.34
31115,Nebraska,Loup,568.29,1.11
31117,Nebraska,McPherson,858.98,0.63
31119,Nebraska,Madison,572.74,60.89
31121,Nebraska,Merrick,484.88,16.18
31123,Nebraska,Morrill,1423.84,3.54
31125,Nebraska,Nance,441.63,8.46
31127,Nebraska,Nemaha,407.38,17.79
31129,Nebraska,Nuckolls,575.16,7.82
31131,Nebraska,Otoe,615.63,25.57
31133,Nebraska,Pawnee,431.07,6.43
31135,Nebraska,Perkins,883.34,3.36
31137,Nebraska,Phelps,539.79,17.02
31139,Nebraska,Pierce,573.25,12.68
31141,Nebraska,Platte,674.06,47.83
31143,Nebraska,Polk,438.34,12.33
31145,Nebraska,Red Willow,716.99,15.42
31147,Nebraska,Richardson,551.84,15.15
31149,Nebraska,Rock,1008.32,1.51
31151,Nebraska,Saline,574.02,24.74
31153,Nebraska,Sarpy,238.99,664.63
31155,Nebraska,Saunders,750.23,27.70
31157,Nebraska,Scotts Bluff,739.40,50.00
31159,Nebraska,Seward,571.43,29.31
31161,Nebraska,Sheridan,2440.86,2.24
31163,Nebraska,Sherman,565.83,5.57
31165,Nebraska,Sioux,2066.74,0.63
31167,Nebraska,Stanton,427.95,14.32
31169,Nebraska,Thayer,573.81,9.11
31171,Nebraska,Thomas,713.24,0.91
31173,Nebraska,Thurston,393.58,17.63
31175,Nebraska,Valley,568.05,7.50
31177,Nebraska,Washington,389.96,51.89
31179,Nebraska,Wayne,442.91,21.66
31181,Nebraska,Webster,574.91,6.63
31183,Nebraska,Wheeler,575.18,1.42
31185,Nebraska,York,572.51,23.87
32001,Nevada,Churchill,4930.46,5.05
32003,Nevada,Clark,7891.43,247.26
32005,Nevada,Douglas,709.72,66.22
32007,Nevada,Elko,17169.83,2.84
32009,Nevada,Esmeralda,3581.88,0.22
32011,Nevada,Eureka,4175.68,0.48
32013,Nevada,Humboldt,9640.76,1.71
32015,Nevada,Lander,5490.10,1.05
32017,Nevada,Lincoln,10633.20,0.50
32019,Nevada,Lyon,2001.19,25.97
32021,Nevada,Mineral,3752.84,1.27
32023,Nevada,Nye,18181.92,2.42
32027,Nevada,Pershing,6036.56,1.12
32029,Nevada,Storey,262.92,15.25
32031,Nevada,Washoe,6302.37,66.86
32033,Nevada,White Pine,8875.65,1.13
32510,Nevada,Carson City,144.66,382.09
33001,New Hampshire,Belknap,400.23,150.13
33003,New Hampshire,Carroll,931.06,51.36
33005,New Hampshire,Cheshire,706.66,109.13
33007,New Hampshire,Coos,1794.68,18.42
33009,New Hampshire,Grafton,1708.75,52.15
33011,New Hampshire,Hillsborough,876.14,457.37
33013,New Hampshire,Merrimack,934.12,156.77
33015,New Hampshire,Rockingham,694.72,424.95
33017,New Hampshire,Strafford,368.97,333.74
33019,New Hampshire,Sullivan,537.31,81.41
34001,New Jersey,Atlantic,555.70,494.06
34003,New Jersey,Bergen,233.01,3884.47
34005,New Jersey,Burlington,798.58,561.92
34007,New Jersey,Camden,221.26,2321.48
34009,New Jersey,Cape May,251.42,386.86
34011,New Jersey,Cumberland,483.70,324.37
34013,New Jersey,Essex,126.21,6211.51
34015,New Jersey,Gloucester,322.01,895.29
34017,New Jersey,Hudson,46.19,13731.37
34019,New Jersey,Hunterdon,427.82,300.01
34021,New Jersey,Mercer,224.56,1632.16
34023,New Jersey,Middlesex,308.91,2621.63
34025,New Jersey,Monmouth,468.79,1344.69
34027,New Jersey,Morris,460.18,1069.75
34029,New Jersey,Ocean,628.78,916.96
34031,New Jersey,Passaic,184.59,2715.31
34033,New Jersey,Salem,331.90,199.11
34035,New Jersey,Somerset,301.81,1071.67
34037,New Jersey,Sussex,519.01,287.59
34039,New Jersey,Union,102.85,5216.07
34041,New Jersey,Warren,356.92,304.53
35001,New Mexico,Bernalillo,1160.83,570.77
35003,New Mexico,Catron,6923.69,0.54
35005,New Mexico,Chaves,6065.27,10.82
35006,New Mexico,Cibola,4539.48,5.99
35007,New Mexico,Colfax,3758.06,3.66
35009,New Mexico,Curry,1404.80,34.44
35011,New Mexico,De Baca,2322.62,0.87
35013,New Mexico,Dona Ana,3807.51,54.95
35015,New Mexico,Eddy,4175.73,12.89
35017,New Mexico,Grant,3961.62,7.45
35019,New Mexico,Guadalupe,3030.48,1.55
35021,New Mexico,Harding,2125.44,0.33
35023,New Mexico,Hidalgo,3436.86,1.42
35025,New Mexico,Lea,4390.93,14.74
35027,New Mexico,Lincoln,4831.09,4.24
35028,New Mexico,Los Alamos,109.17,164.43
35029,New Mexico,Luna,2965.19,8.46
35031,New Mexico,McKinley,5449.81,13.12
35033,New Mexico,Mora,1931.27,2.53
35035,New Mexico,Otero,6613.21,9.65
35037,New Mexico,Quay,2874.35,3.15
35039,New Mexico,Rio Arriba,5860.84,6.87
35041,New Mexico,Roosevelt,2447.43,8.11
35043,New Mexico,Sandoval,3710.65,35.45
35045,New Mexico,San Juan,5513.07,23.59
35047,New Mexico,San Miguel,4715.82,6.23
35049,New Mexico,Santa Fe,1909.41,75.50
35051,New Mexico,Sierra,4178.96,2.87
35053,New Mexico,Socorro,6646.68,2.69
35055,New Mexico,Taos,2203.11,14.95
35057,New Mexico,Torrance,3344.84,4.90
35059,New Mexico,Union,3823.74,1.19
35061,New Mexico,Valencia,1066.17,71.82
36001,New York,Albany,522.80,581.87
36003,New York,Allegany,1029.31,47.55
36005,New York,Bronx,42.10,32903.32
36007,New York,Broome,705.77,284.23
36009,New York,Cattaraugus,1308.35,61.39
36011,New York,Cayuga,691.58,115.71
36013,New York,Chautauqua,1060.23,127.24
36015,New York,Chemung,407.35,218.07
36017,New York,Chenango,893.55,56.49
36019,New York,Clinton,1037.85,79.13
36021,New York,Columbia,634.71,99.41
36023,New York,Cortland,498.76,98.92
36025,New York,Delaware,1442.44,33.26
36027,New York,Dutchess,795.63,373.90
36029,New York,Erie,1042.69,881.41
36031,New York,Essex,1794.23,21.94
36033,New York,Franklin,1629.12,31.67
36035,New York,Fulton,495.47,112.08
36037,New York,Genesee,492.94,121.88
36039,New York,Greene,647.16,76.06
36041,New York,Hamilton,1717.37,2.82
36043,New York,Herkimer,1411.47,45.71
36045,New York,Jefferson,1268.59,91.62
36047,New York,Kings,70.82,35369.24
36049,New York,Lewis,1274.68,21.25
36051,New York,Livingston,631.76,103.51
36053,New York,Madison,654.84,112.15
36055,New York,Monroe,657.21,1132.59
36057,New York,Montgomery,403.04,124.60
36059,New York,Nassau,284.72,4704.80
36061,New York,New York,22.83,69468.42
36063,New York,Niagara,522.36,414.41
36065,New York,Oneida,1212.43,193.73
36067,New York,Onondaga,778.39,599.99
36069,New York,Ontario,644.07,167.58
36071,New York,Orange,811.69,459.31
36073,New York,Orleans,391.26,109.60
36075,New York,Oswego,951.65,128.31
36077,New York,Otsego,1001.70,62.15
36079,New York,Putnam,230.31,432.94
36081,New York,Queens,108.53,20553.56
36083,New York,Rensselaer,652.43,244.36
36085,New York,Richmond,58.37,8030.28
36087,New York,Rockland,173.55,1795.95
36089,New York,St Lawrence,2680.38,41.76
36091,New York,Saratoga,809.98,271.13
36093,New York,Schenectady,204.52,756.55
36095,New York,Schoharie,621.82,52.67
36097,New York,Schuyler,328.33,55.87
36099,New York,Seneca,323.71,108.90
36101,New York,Steuben,1390.56,71.19
36103,New York,Suffolk,912.05,1637.35
36105,New York,Sullivan,968.13,80.10
36107,New York,Tioga,518.60,98.58
36109,New York,Tompkins,474.65,213.98
36111,New York,Ulster,1124.24,162.33
36113,New York,Warren,866.95,75.79
36115,New York,Washington,831.18,76.06
36117,New York,Wayne,603.83,155.30
36119,New York,Westchester,430.50,2204.69
36121,New York,Wyoming,592.75,71.12
36123,New York,Yates,338.14,74.96
37001,North Carolina,Alamance,423.94,356.49
37003,North Carolina,Alexander,259.99,143.07
37005,North Carolina,Alleghany,235.06,47.46
37007,North Carolina,Anson,531.45,50.71
37009,North Carolina,Ashe,426.13,64.02
37011,North Carolina,Avery,247.09,72.03
37013,North Carolina,Beaufort,827.19,57.74
37015,North Carolina,Bertie,699.27,30.43
37017,North Carolina,Bladen,874.33,40.25
37019,North Carolina,Brunswick,846.97,126.84
37021,North Carolina,Buncombe,656.67,362.92
37023,North Carolina,Burke,507.10,179.28
37025,North Carolina,Cabarrus,361.75,492.08
37027,North Carolina,Caldwell,471.57,176.07
37029,North Carolina,Camden,240.56,41.49
37031,North Carolina,Carteret,506.25,131.30
37033,North Carolina,Caswell,424.92,55.82
37035,North Carolina,Catawba,398.72,387.13
37037,North Carolina,Chatham,682.19,93.09
37039,North Carolina,Cherokee,455.43,60.26
37041,North Carolina,Chowan,172.47,85.77
37043,North Carolina,Clay,214.75,49.30
37045,North Carolina,Cleveland,464.25,211.26
37047,North Carolina,Columbus,937.29,61.98
37049,North Carolina,Craven,708.96,146.00
37051,North Carolina,Cumberland,652.31,489.69
37053,North Carolina,Currituck,261.85,89.92
37055,North Carolina,Dare,383.42,88.47
37057,North Carolina,Davidson,552.67,294.71
37059,North Carolina,Davie,264.11,156.15
37061,North Carolina,Duplin,816.22,71.68
37063,North Carolina,Durham,285.98,935.70
37065,North Carolina,Edgecombe,505.34,111.91
37067,North Carolina,Forsyth,408.15,859.17
37069,North Carolina,Franklin,491.68,123.29
37071,North Carolina,Gaston,356.03,578.85
37073,North Carolina,Gates,340.44,35.83
37075,North Carolina,Graham,292.08,30.34
37077,North Carolina,Granville,531.57,112.72
37079,North Carolina,Greene,265.93,80.33
37081,North Carolina,Guilford,645.70,756.39
37083,North Carolina,Halifax,724.09,75.53
37085,North Carolina,Harnett,594.99,192.74
